event_type,amount,ip_address,is_fraud,tx_count_1h,amount_avg_1h,amount_vs_avg,hour_of_day
WITHDRAW,2316966.47,172.16.44.179,0,3,772322.156667,2.999999999998705,13
LOGOUT,0.00,172.16.44.179,0,4,579241.617500,0.0,13
LOGIN,0.00,172.16.222.60,0,1,0.000000,0.0,12
VIEW_BALANCE,0.00,172.16.222.60,0,2,0.000000,0.0,12
TRANSFER,15166746.27,172.16.222.60,0,3,5055582.090000,3.0,12
LOGOUT,0.00,172.16.222.60,0,4,3791686.567500,0.0,12
LOGIN,0.00,172.16.219.245,0,1,0.000000,0.0,15
VIEW_BALANCE,0.00,172.16.219.245,0,2,0.000000,0.0,15
WITHDRAW,163623.68,172.16.219.245,0,3,54541.226667,2.9999999999816653,15
LOGOUT,0.00,172.16.219.245,0,4,40905.920000,0.0,15
LOGIN,0.00,172.16.252.59,0,1,0.000000,0.0,22
VIEW_BALANCE,0.00,172.16.252.59,0,2,0.000000,0.0,22
TRANSFER,10368234.43,172.16.252.59,0,3,3456078.143333,3.000000000000289,22
LOGOUT,0.00,172.16.252.59,0,4,2592058.607500,0.0,22
LOGIN,0.00,172.16.186.28,0,1,0.000000,0.0,5
VIEW_BALANCE,0.00,172.16.186.28,0,2,0.000000,0.0,5
WITHDRAW,1035302.08,172.16.186.28,0,3,345100.693333,3.0000000000028977,5
LOGOUT,0.00,172.16.186.28,0,4,258825.520000,0.0,5
LOGIN_FAILED,0.00,10.0.0.88,1,1,0.000000,0.0,16
LOGIN_FAILED,0.00,10.0.0.88,1,2,0.000000,0.0,16
LOGIN_FAILED,0.00,10.0.0.88,1,3,0.000000,0.0,16
LOGIN_FAILED,0.00,10.0.0.88,1,4,0.000000,0.0,16
LOGIN_SUCCESS,0.00,10.0.0.88,1,5,0.000000,0.0,16
TRANSFER,499999.00,10.0.0.88,1,6,83333.166667,5.999999999976,16
TRANSFER,499999.00,10.0.0.88,1,7,142856.857143,3.4999999999965,16
TRANSFER,143715219.62,10.0.0.88,1,8,18089402.202500,7.944719124003899,16
TRANSFER,389803409.14,10.0.0.88,1,9,59390958.528889,6.563345983890654,16
TRANSFER,494590239.84,10.0.0.88,1,10,102910886.660000,4.806005038845323,16
LOGOUT,0.00,10.0.0.88,1,11,93555351.509091,0.0,16
LOGIN,0.00,172.16.37.166,0,1,0.000000,0.0,21
VIEW_BALANCE,0.00,172.16.37.166,0,2,0.000000,0.0,21
TRANSFER,3265644.31,172.16.37.166,0,3,1088548.103333,3.000000000000919,21
LOGOUT,0.00,172.16.37.166,0,4,816411.077500,0.0,21
LOGIN,0.00,172.16.53.57,0,1,0.000000,0.0,2
VIEW_BALANCE,0.00,172.16.53.57,0,2,0.000000,0.0,2
WITHDRAW,4561723.49,172.16.53.57,0,3,1520574.496667,2.9999999999993423,2
LOGOUT,0.00,172.16.53.57,0,4,1140430.872500,0.0,2
LOGIN,0.00,172.16.44.14,0,1,0.000000,0.0,12
VIEW_BALANCE,0.00,172.16.44.14,0,2,0.000000,0.0,12
WITHDRAW,1077309.41,172.16.44.14,0,3,359103.136667,2.999999999997215,12
LOGOUT,0.00,172.16.44.14,0,4,269327.352500,0.0,12
LOGIN,0.00,172.16.91.155,0,1,0.000000,0.0,17
VIEW_BALANCE,0.00,172.16.91.155,0,2,0.000000,0.0,17
TRANSFER,10082293.77,172.16.91.155,0,3,3360764.590000,3.0,17
LOGOUT,0.00,172.16.91.155,0,4,2520573.442500,0.0,17
LOGIN,0.00,172.16.173.246,0,1,0.000000,0.0,20
VIEW_BALANCE,0.00,172.16.173.246,0,2,0.000000,0.0,20
TRANSFER,11052167.08,172.16.173.246,0,3,3684055.693333,3.0000000000002713,20
LOGOUT,0.00,172.16.173.246,0,4,2763041.770000,0.0,20
LOGIN,0.00,172.16.82.234,0,1,0.000000,0.0,18
VIEW_BALANCE,0.00,172.16.82.234,0,2,0.000000,0.0,18
WITHDRAW,414056.08,172.16.82.234,0,3,138018.693333,3.0000000000072453,18
LOGOUT,0.00,172.16.82.234,0,4,103514.020000,0.0,18
LOGIN,0.00,172.16.168.254,0,1,0.000000,0.0,0
VIEW_BALANCE,0.00,172.16.168.254,0,2,0.000000,0.0,0
WITHDRAW,1512213.00,172.16.168.254,0,3,504071.000000,3.0,0
LOGOUT,0.00,172.16.168.254,0,4,378053.250000,0.0,0
LOGIN,0.00,172.16.243.76,0,1,0.000000,0.0,2
VIEW_BALANCE,0.00,172.16.243.76,0,2,0.000000,0.0,2
TRANSFER,2082176.11,172.16.243.76,0,3,694058.703333,3.0000000000014406,2
LOGOUT,0.00,172.16.243.76,0,4,520544.027500,0.0,2
LOGIN,0.00,172.16.180.98,0,1,0.000000,0.0,7
VIEW_BALANCE,0.00,172.16.180.98,0,2,0.000000,0.0,7
WITHDRAW,2146996.79,172.16.180.98,0,3,715665.596667,2.999999999998603,7
LOGOUT,0.00,172.16.180.98,0,4,536749.197500,0.0,7
LOGIN_FAILED,0.00,10.0.0.88,1,1,0.000000,0.0,1
LOGIN_FAILED,0.00,10.0.0.88,1,2,0.000000,0.0,1
LOGIN_FAILED,0.00,10.0.0.88,1,3,0.000000,0.0,1
LOGIN_FAILED,0.00,10.0.0.88,1,4,0.000000,0.0,1
LOGIN_FAILED,0.00,10.0.0.88,1,5,0.000000,0.0,1
LOGIN_FAILED,0.00,10.0.0.88,1,6,0.000000,0.0,1
LOGIN_FAILED,0.00,10.0.0.88,1,7,0.000000,0.0,1
LOGIN_FAILED,0.00,10.0.0.88,1,8,0.000000,0.0,1
LOGIN_FAILED,0.00,10.0.0.88,1,9,0.000000,0.0,1
LOGIN_FAILED,0.00,10.0.0.88,1,10,0.000000,0.0,1
LOGIN_FAILED,0.00,10.0.0.88,1,11,0.000000,0.0,1
LOGIN_SUCCESS,0.00,10.0.0.88,1,12,0.000000,0.0,1
TRANSFER,453297555.84,10.0.0.88,1,13,34869042.756923,13.000000000000028,1
LOGOUT,0.00,10.0.0.88,1,14,32378396.845714,0.0,1
LOGIN,0.00,172.16.104.224,0,1,0.000000,0.0,2
VIEW_BALANCE,0.00,172.16.104.224,0,2,0.000000,0.0,2
WITHDRAW,4571486.44,172.16.104.224,0,3,1523828.813333,3.0000000000006564,2
LOGOUT,0.00,172.16.104.224,0,4,1142871.610000,0.0,2
LOGIN,0.00,172.16.42.64,0,1,0.000000,0.0,2
VIEW_BALANCE,0.00,172.16.42.64,0,2,0.000000,0.0,2
TRANSFER,2577830.93,172.16.42.64,0,3,859276.976667,2.999999999998836,2
LOGOUT,0.00,172.16.42.64,0,4,644457.732500,0.0,2
LOGIN,0.00,172.16.170.156,0,1,0.000000,0.0,4
VIEW_BALANCE,0.00,172.16.170.156,0,2,0.000000,0.0,4
WITHDRAW,4525156.12,172.16.170.156,0,3,1508385.373333,3.000000000000663,4
LOGOUT,0.00,172.16.170.156,0,4,1131289.030000,0.0,4
LOGIN,0.00,172.16.190.87,0,1,0.000000,0.0,20
VIEW_BALANCE,0.00,172.16.190.87,0,2,0.000000,0.0,20
TRANSFER,2794704.55,172.16.190.87,0,3,931568.183333,3.0000000000010734,20
LOGOUT,0.00,172.16.190.87,0,4,698676.137500,0.0,20
LOGIN,0.00,172.16.29.52,0,1,0.000000,0.0,0
VIEW_BALANCE,0.00,172.16.29.52,0,2,0.000000,0.0,0
WITHDRAW,3910028.92,172.16.29.52,0,3,1303342.973333,3.0000000000007674,0
LOGOUT,0.00,172.16.29.52,0,4,977507.230000,0.0,0
LOGIN,0.00,172.16.166.149,0,1,0.000000,0.0,5
VIEW_BALANCE,0.00,172.16.166.149,0,2,0.000000,0.0,5
TRANSFER,17932824.91,172.16.166.149,0,3,5977608.303333,3.0000000000001674,5
LOGOUT,0.00,172.16.166.149,0,4,4483206.227500,0.0,5
LOGIN,0.00,172.16.95.144,0,1,0.000000,0.0,11
VIEW_BALANCE,0.00,172.16.95.144,0,2,0.000000,0.0,11
TRANSFER,3879090.32,172.16.95.144,0,3,1293030.106667,2.9999999999992264,11
LOGOUT,0.00,172.16.95.144,0,4,969772.580000,0.0,11
LOGIN,0.00,172.16.134.65,0,1,0.000000,0.0,11
VIEW_BALANCE,0.00,172.16.134.65,0,2,0.000000,0.0,11
WITHDRAW,1713248.36,172.16.134.65,0,3,571082.786667,2.999999999998249,11
LOGOUT,0.00,172.16.134.65,0,4,428312.090000,0.0,11
LOGIN,0.00,172.16.0.195,0,5,342649.672000,0.0,12
VIEW_BALANCE,0.00,172.16.0.195,0,6,285541.393333,0.0,12
TRANSFER,19850824.34,172.16.0.195,0,7,3080581.814286,6.443855588558979,12
LOGOUT,0.00,172.16.0.195,0,8,2695509.087500,0.0,12
LOGIN,0.00,172.16.116.39,0,1,0.000000,0.0,13
VIEW_BALANCE,0.00,172.16.116.39,0,2,0.000000,0.0,13
TRANSFER,7599667.81,172.16.116.39,0,3,2533222.603333,3.000000000000395,13
LOGOUT,0.00,172.16.116.39,0,4,1899916.952500,0.0,13
LOGIN,0.00,172.16.89.182,0,1,0.000000,0.0,22
VIEW_BALANCE,0.00,172.16.89.182,0,2,0.000000,0.0,22
TRANSFER,1276256.05,172.16.89.182,0,3,425418.683333,3.0000000000023506,22
LOGOUT,0.00,172.16.89.182,0,4,319064.012500,0.0,22
LOGIN,0.00,172.16.217.140,0,1,0.000000,0.0,19
VIEW_BALANCE,0.00,172.16.217.140,0,2,0.000000,0.0,19
WITHDRAW,1937992.65,172.16.217.140,0,3,645997.550000,3.0,19
LOGOUT,0.00,172.16.217.140,0,4,484498.162500,0.0,19
LOGIN,0.00,172.16.168.208,0,1,0.000000,0.0,17
VIEW_BALANCE,0.00,172.16.168.208,0,2,0.000000,0.0,17
TRANSFER,2832375.88,172.16.168.208,0,3,944125.293333,3.000000000001059,17
LOGOUT,0.00,172.16.168.208,0,4,708093.970000,0.0,17
LOGIN,0.00,172.16.227.122,0,1,0.000000,0.0,9
VIEW_BALANCE,0.00,172.16.227.122,0,2,0.000000,0.0,9
WITHDRAW,2851069.57,172.16.227.122,0,3,950356.523333,3.000000000001052,9
LOGOUT,0.00,172.16.227.122,0,4,712767.392500,0.0,9
LOGIN,0.00,172.16.44.134,0,1,0.000000,0.0,12
VIEW_BALANCE,0.00,172.16.44.134,0,2,0.000000,0.0,12
WITHDRAW,3077093.90,172.16.44.134,0,3,1025697.966667,2.9999999999990252,12
LOGOUT,0.00,172.16.44.134,0,4,769273.475000,0.0,12
LOGIN,0.00,172.16.187.200,0,1,0.000000,0.0,22
VIEW_BALANCE,0.00,172.16.187.200,0,2,0.000000,0.0,22
WITHDRAW,2616245.59,172.16.187.200,0,3,872081.863333,3.0000000000011466,22
LOGOUT,0.00,172.16.187.200,0,4,654061.397500,0.0,22
LOGIN,0.00,172.16.228.120,0,1,0.000000,0.0,21
VIEW_BALANCE,0.00,172.16.228.120,0,2,0.000000,0.0,21
WITHDRAW,2236905.35,172.16.228.120,0,3,745635.116667,2.999999999998659,21
LOGOUT,0.00,172.16.228.120,0,4,559226.337500,0.0,21
LOGIN_FAILED,0.00,192.168.1.99,1,1,0.000000,0.0,4
LOGIN_FAILED,0.00,192.168.1.99,1,2,0.000000,0.0,4
LOGIN_SUCCESS,0.00,192.168.1.99,1,3,0.000000,0.0,4
TRANSFER,385645941.01,192.168.1.99,1,4,96411485.252500,4.0,4
TRANSFER,99000.00,192.168.1.99,1,5,77148988.202000,0.0012832313463501,4
TRANSFER,130499544.47,192.168.1.99,1,6,86040747.580000,1.5167179288936625,4
TRANSFER,412909871.77,192.168.1.99,1,7,132736336.750000,3.110752352219032,4
LOGOUT,0.00,192.168.1.99,1,8,116144294.656250,0.0,4
LOGIN,0.00,172.16.76.155,0,1,0.000000,0.0,6
VIEW_BALANCE,0.00,172.16.76.155,0,2,0.000000,0.0,6
TRANSFER,2968534.66,172.16.76.155,0,3,989511.553333,3.0000000000010107,6
LOGOUT,0.00,172.16.76.155,0,4,742133.665000,0.0,6
LOGIN,0.00,172.16.248.134,0,1,0.000000,0.0,20
VIEW_BALANCE,0.00,172.16.248.134,0,2,0.000000,0.0,20
TRANSFER,12040961.23,172.16.248.134,0,3,4013653.743333,3.000000000000249,20
LOGOUT,0.00,172.16.248.134,0,4,3010240.307500,0.0,20
LOGIN,0.00,172.16.55.254,0,1,0.000000,0.0,2
VIEW_BALANCE,0.00,172.16.55.254,0,2,0.000000,0.0,2
TRANSFER,2875450.20,172.16.55.254,0,3,958483.400000,3.0,2
LOGOUT,0.00,172.16.55.254,0,4,718862.550000,0.0,2
LOGIN,0.00,172.16.221.254,0,1,0.000000,0.0,8
VIEW_BALANCE,0.00,172.16.221.254,0,2,0.000000,0.0,8
TRANSFER,11531963.54,172.16.221.254,0,3,3843987.846667,2.9999999999997398,8
LOGOUT,0.00,172.16.221.254,0,4,2882990.885000,0.0,8
LOGIN,0.00,172.16.47.253,0,1,0.000000,0.0,12
VIEW_BALANCE,0.00,172.16.47.253,0,2,0.000000,0.0,12
WITHDRAW,443926.31,172.16.47.253,0,3,147975.436667,2.9999999999932423,12
LOGOUT,0.00,172.16.47.253,0,4,110981.577500,0.0,12
LOGIN,0.00,172.16.19.230,0,1,0.000000,0.0,23
VIEW_BALANCE,0.00,172.16.19.230,0,2,0.000000,0.0,23
TRANSFER,13032086.34,172.16.19.230,0,3,4344028.780000,3.0,23
LOGOUT,0.00,172.16.19.230,0,4,3258021.585000,0.0,23
LOGIN,0.00,172.16.116.42,0,1,0.000000,0.0,5
VIEW_BALANCE,0.00,172.16.116.42,0,2,0.000000,0.0,5
WITHDRAW,3090857.29,172.16.116.42,0,3,1030285.763333,3.000000000000971,5
LOGOUT,0.00,172.16.116.42,0,4,772714.322500,0.0,5
LOGIN,0.00,172.16.247.236,0,1,0.000000,0.0,7
VIEW_BALANCE,0.00,172.16.247.236,0,2,0.000000,0.0,7
TRANSFER,9634899.30,172.16.247.236,0,3,3211633.100000,3.0,7
LOGOUT,0.00,172.16.247.236,0,4,2408724.825000,0.0,7
LOGIN,0.00,172.16.160.102,0,1,0.000000,0.0,19
VIEW_BALANCE,0.00,172.16.160.102,0,2,0.000000,0.0,19
WITHDRAW,2103276.78,172.16.160.102,0,3,701092.260000,3.0,19
LOGOUT,0.00,172.16.160.102,0,4,525819.195000,0.0,19
LOGIN,0.00,172.16.205.8,0,1,0.000000,0.0,23
VIEW_BALANCE,0.00,172.16.205.8,0,2,0.000000,0.0,23
WITHDRAW,952994.22,172.16.205.8,0,3,317664.740000,3.0,23
LOGOUT,0.00,172.16.205.8,0,4,238248.555000,0.0,23
LOGIN,0.00,172.16.87.251,0,1,0.000000,0.0,1
VIEW_BALANCE,0.00,172.16.87.251,0,2,0.000000,0.0,1
WITHDRAW,3384261.45,172.16.87.251,0,3,1128087.150000,3.0,1
LOGOUT,0.00,172.16.87.251,0,4,846065.362500,0.0,1
LOGIN,0.00,172.16.71.84,0,1,0.000000,0.0,5
VIEW_BALANCE,0.00,172.16.71.84,0,2,0.000000,0.0,5
WITHDRAW,3304195.31,172.16.71.84,0,3,1101398.436667,2.9999999999990923,5
LOGOUT,0.00,172.16.71.84,0,4,826048.827500,0.0,5
LOGIN,0.00,172.16.81.92,0,1,0.000000,0.0,11
VIEW_BALANCE,0.00,172.16.81.92,0,2,0.000000,0.0,11
TRANSFER,1809173.00,172.16.81.92,0,3,603057.666667,2.9999999999983418,11
LOGOUT,0.00,172.16.81.92,0,4,452293.250000,0.0,11
LOGIN,0.00,172.16.131.203,0,1,0.000000,0.0,12
VIEW_BALANCE,0.00,172.16.131.203,0,2,0.000000,0.0,12
WITHDRAW,1345084.90,172.16.131.203,0,3,448361.633333,3.00000000000223,12
LOGOUT,0.00,172.16.131.203,0,4,336271.225000,0.0,12
LOGIN,0.00,172.16.239.78,0,1,0.000000,0.0,3
VIEW_BALANCE,0.00,172.16.239.78,0,2,0.000000,0.0,3
WITHDRAW,137250.35,172.16.239.78,0,3,45750.116667,2.999999999978142,3
LOGOUT,0.00,172.16.239.78,0,4,34312.587500,0.0,3
LOGIN,0.00,172.16.13.71,0,1,0.000000,0.0,6
VIEW_BALANCE,0.00,172.16.13.71,0,2,0.000000,0.0,6
TRANSFER,17418500.16,172.16.13.71,0,3,5806166.720000,3.0,6
LOGOUT,0.00,172.16.13.71,0,4,4354625.040000,0.0,6
LOGIN,0.00,172.16.138.141,0,1,0.000000,0.0,12
VIEW_BALANCE,0.00,172.16.138.141,0,2,0.000000,0.0,12
TRANSFER,1010483.89,172.16.138.141,0,3,336827.963333,3.0000000000029687,12
LOGOUT,0.00,172.16.138.141,0,4,252620.972500,0.0,12
LOGIN,0.00,172.16.242.221,0,1,0.000000,0.0,17
VIEW_BALANCE,0.00,172.16.242.221,0,2,0.000000,0.0,17
TRANSFER,6377524.33,172.16.242.221,0,3,2125841.443333,3.0000000000004703,17
LOGOUT,0.00,172.16.242.221,0,4,1594381.082500,0.0,17
LOGIN,0.00,172.16.160.60,0,1,0.000000,0.0,20
VIEW_BALANCE,0.00,172.16.160.60,0,2,0.000000,0.0,20
TRANSFER,7783236.42,172.16.160.60,0,3,2594412.140000,3.0,20
LOGOUT,0.00,172.16.160.60,0,4,1945809.105000,0.0,20
LOGIN,0.00,172.16.15.19,0,1,0.000000,0.0,3
VIEW_BALANCE,0.00,172.16.15.19,0,2,0.000000,0.0,3
WITHDRAW,925379.65,172.16.15.19,0,3,308459.883333,3.000000000003242,3
LOGOUT,0.00,172.16.15.19,0,4,231344.912500,0.0,3
LOGIN,0.00,172.16.108.245,0,1,0.000000,0.0,20
VIEW_BALANCE,0.00,172.16.108.245,0,2,0.000000,0.0,20
TRANSFER,17932929.22,172.16.108.245,0,3,5977643.073333,3.0000000000001674,20
LOGOUT,0.00,172.16.108.245,0,4,4483232.305000,0.0,20
LOGIN,0.00,172.16.193.238,0,1,0.000000,0.0,9
VIEW_BALANCE,0.00,172.16.193.238,0,2,0.000000,0.0,9
WITHDRAW,4302684.44,172.16.193.238,0,3,1434228.146667,2.999999999999303,9
LOGOUT,0.00,172.16.193.238,0,4,1075671.110000,0.0,9
LOGIN,0.00,172.16.41.196,0,1,0.000000,0.0,18
VIEW_BALANCE,0.00,172.16.41.196,0,2,0.000000,0.0,18
WITHDRAW,406948.25,172.16.41.196,0,3,135649.416667,2.999999999992628,18
LOGOUT,0.00,172.16.41.196,0,4,101737.062500,0.0,18
LOGIN,0.00,172.16.234.214,0,1,0.000000,0.0,2
VIEW_BALANCE,0.00,172.16.234.214,0,2,0.000000,0.0,2
TRANSFER,14276454.73,172.16.234.214,0,3,4758818.243333,3.00000000000021,2
LOGOUT,0.00,172.16.234.214,0,4,3569113.682500,0.0,2
LOGIN,0.00,172.16.13.14,0,1,0.000000,0.0,20
VIEW_BALANCE,0.00,172.16.13.14,0,2,0.000000,0.0,20
WITHDRAW,3662259.77,172.16.13.14,0,3,1220753.256667,2.9999999999991807,20
LOGOUT,0.00,172.16.13.14,0,4,915564.942500,0.0,20
LOGIN,0.00,172.16.78.24,0,1,0.000000,0.0,4
VIEW_BALANCE,0.00,172.16.78.24,0,2,0.000000,0.0,4
WITHDRAW,1256326.31,172.16.78.24,0,3,418775.436667,2.999999999997612,4
LOGOUT,0.00,172.16.78.24,0,4,314081.577500,0.0,4
LOGIN,0.00,172.16.130.177,0,1,0.000000,0.0,14
VIEW_BALANCE,0.00,172.16.130.177,0,2,0.000000,0.0,14
TRANSFER,8192193.03,172.16.130.177,0,3,2730731.010000,3.0,14
LOGOUT,0.00,172.16.130.177,0,4,2048048.257500,0.0,14
LOGIN,0.00,172.16.250.41,0,5,1638438.606000,0.0,15
VIEW_BALANCE,0.00,172.16.250.41,0,6,1365365.505000,0.0,15
TRANSFER,10718571.65,172.16.250.41,0,7,2701537.811429,3.9675815769279668,15
LOGOUT,0.00,172.16.250.41,0,8,2363845.585000,0.0,15
LOGIN,0.00,172.16.151.144,0,1,0.000000,0.0,21
VIEW_BALANCE,0.00,172.16.151.144,0,2,0.000000,0.0,21
TRANSFER,11141584.63,172.16.151.144,0,3,3713861.543333,3.000000000000269,21
LOGOUT,0.00,172.16.151.144,0,4,2785396.157500,0.0,21
LOGIN,0.00,172.16.63.130,0,5,2228316.926000,0.0,21
VIEW_BALANCE,0.00,172.16.63.130,0,6,1856930.771667,0.0,21
TRANSFER,12833439.25,172.16.63.130,0,7,3425003.411429,3.746985829904782,21
LOGOUT,0.00,172.16.63.130,0,8,2996877.985000,0.0,21
LOGIN,0.00,172.16.219.191,0,1,0.000000,0.0,4
VIEW_BALANCE,0.00,172.16.219.191,0,2,0.000000,0.0,4
TRANSFER,18964147.22,172.16.219.191,0,3,6321382.406667,2.999999999999842,4
LOGOUT,0.00,172.16.219.191,0,4,4741036.805000,0.0,4
LOGIN_FAILED,0.00,203.0.113.42,1,5,3792829.444000,0.0,4
LOGIN_FAILED,0.00,203.0.113.42,1,6,3160691.203333,0.0,4
LOGIN_FAILED,0.00,203.0.113.42,1,7,2709163.888571,0.0,4
LOGIN_SUCCESS,0.00,203.0.113.42,1,8,2370518.402500,0.0,4
TRANSFER,99000.00,203.0.113.42,1,9,2118127.468889,0.0467393966860396,4
LOGOUT,0.00,203.0.113.42,1,10,1906314.722000,0.0,4
LOGIN,0.00,172.16.117.161,0,1,0.000000,0.0,15
VIEW_BALANCE,0.00,172.16.117.161,0,2,0.000000,0.0,15
TRANSFER,16755167.64,172.16.117.161,0,3,5585055.880000,3.0,15
LOGOUT,0.00,172.16.117.161,0,4,4188791.910000,0.0,15
LOGIN,0.00,172.16.218.239,0,5,3351033.528000,0.0,16
VIEW_BALANCE,0.00,172.16.218.239,0,6,2792527.940000,0.0,16
TRANSFER,6473728.56,172.16.218.239,0,7,3318413.742857,1.950850334421054,16
LOGOUT,0.00,172.16.218.239,0,8,2903612.025000,0.0,16
LOGIN,0.00,172.16.196.122,0,1,0.000000,0.0,17
VIEW_BALANCE,0.00,172.16.196.122,0,2,0.000000,0.0,17
TRANSFER,141884.48,172.16.196.122,0,3,47294.826667,2.999999999978856,17
LOGOUT,0.00,172.16.196.122,0,4,35471.120000,0.0,17
LOGIN,0.00,172.16.153.88,0,1,0.000000,0.0,20
VIEW_BALANCE,0.00,172.16.153.88,0,2,0.000000,0.0,20
WITHDRAW,4298499.99,172.16.153.88,0,3,1432833.330000,3.0,20
LOGOUT,0.00,172.16.153.88,0,4,1074624.997500,0.0,20
LOGIN,0.00,172.16.11.173,0,1,0.000000,0.0,23
VIEW_BALANCE,0.00,172.16.11.173,0,2,0.000000,0.0,23
WITHDRAW,3085404.39,172.16.11.173,0,3,1028468.130000,3.0,23
LOGOUT,0.00,172.16.11.173,0,4,771351.097500,0.0,23
LOGIN,0.00,172.16.5.170,0,1,0.000000,0.0,17
VIEW_BALANCE,0.00,172.16.5.170,0,2,0.000000,0.0,17
WITHDRAW,2215130.97,172.16.5.170,0,3,738376.990000,3.0,17
LOGOUT,0.00,172.16.5.170,0,4,553782.742500,0.0,17
LOGIN,0.00,172.16.186.8,0,5,443026.194000,0.0,17
VIEW_BALANCE,0.00,172.16.186.8,0,6,369188.495000,0.0,17
WITHDRAW,4255376.42,172.16.186.8,0,7,924358.198571,4.6036011002861725,17
LOGOUT,0.00,172.16.186.8,0,8,808813.423750,0.0,17
LOGIN,0.00,172.16.48.25,0,1,0.000000,0.0,19
VIEW_BALANCE,0.00,172.16.48.25,0,2,0.000000,0.0,19
WITHDRAW,940561.07,172.16.48.25,0,3,313520.356667,2.9999999999968106,19
LOGOUT,0.00,172.16.48.25,0,4,235140.267500,0.0,19
LOGIN,0.00,172.16.104.160,0,1,0.000000,0.0,18
VIEW_BALANCE,0.00,172.16.104.160,0,2,0.000000,0.0,18
TRANSFER,170908.30,172.16.104.160,0,3,56969.433333,3.0000000000175535,18
LOGOUT,0.00,172.16.104.160,0,4,42727.075000,0.0,18
LOGIN,0.00,172.16.16.130,0,5,34181.660000,0.0,18
VIEW_BALANCE,0.00,172.16.16.130,0,6,28484.716667,0.0,18
WITHDRAW,4247783.51,172.16.16.130,0,7,631241.687143,6.729250612749404,18
LOGOUT,0.00,172.16.16.130,0,8,552336.476250,0.0,18
LOGIN,0.00,172.16.92.147,0,1,0.000000,0.0,5
VIEW_BALANCE,0.00,172.16.92.147,0,2,0.000000,0.0,5
WITHDRAW,2116666.92,172.16.92.147,0,3,705555.640000,3.0,5
LOGOUT,0.00,172.16.92.147,0,4,529166.730000,0.0,5
LOGIN,0.00,172.16.79.88,0,1,0.000000,0.0,6
VIEW_BALANCE,0.00,172.16.79.88,0,2,0.000000,0.0,6
WITHDRAW,193196.94,172.16.79.88,0,3,64398.980000,3.0,6
LOGOUT,0.00,172.16.79.88,0,4,48299.235000,0.0,6
LOGIN,0.00,172.16.84.232,0,1,0.000000,0.0,12
VIEW_BALANCE,0.00,172.16.84.232,0,2,0.000000,0.0,12
WITHDRAW,4463444.63,172.16.84.232,0,3,1487814.876667,2.999999999999328,12
LOGOUT,0.00,172.16.84.232,0,4,1115861.157500,0.0,12
LOGIN,0.00,172.16.187.84,0,1,0.000000,0.0,15
VIEW_BALANCE,0.00,172.16.187.84,0,2,0.000000,0.0,15
WITHDRAW,4420403.13,172.16.187.84,0,3,1473467.710000,3.0,15
LOGOUT,0.00,172.16.187.84,0,4,1105100.782500,0.0,15
LOGIN,0.00,172.16.4.159,0,1,0.000000,0.0,18
VIEW_BALANCE,0.00,172.16.4.159,0,2,0.000000,0.0,18
WITHDRAW,503213.84,172.16.4.159,0,3,167737.946667,2.999999999994038,18
LOGOUT,0.00,172.16.4.159,0,4,125803.460000,0.0,18
LOGIN,0.00,172.16.156.248,0,1,0.000000,0.0,15
VIEW_BALANCE,0.00,172.16.156.248,0,2,0.000000,0.0,15
WITHDRAW,4388381.53,172.16.156.248,0,3,1462793.843333,3.0000000000006835,15
LOGOUT,0.00,172.16.156.248,0,4,1097095.382500,0.0,15
LOGIN,0.00,172.16.226.42,0,1,0.000000,0.0,2
VIEW_BALANCE,0.00,172.16.226.42,0,2,0.000000,0.0,2
TRANSFER,4245053.59,172.16.226.42,0,3,1415017.863333,3.0000000000007065,2
LOGOUT,0.00,172.16.226.42,0,4,1061263.397500,0.0,2
LOGIN,0.00,172.16.127.114,0,1,0.000000,0.0,9
VIEW_BALANCE,0.00,172.16.127.114,0,2,0.000000,0.0,9
WITHDRAW,2448275.86,172.16.127.114,0,3,816091.953333,3.0000000000012252,9
LOGOUT,0.00,172.16.127.114,0,4,612068.965000,0.0,9
LOGIN,0.00,172.16.71.63,0,1,0.000000,0.0,16
VIEW_BALANCE,0.00,172.16.71.63,0,2,0.000000,0.0,16
TRANSFER,19702066.48,172.16.71.63,0,3,6567355.493333,3.0000000000001523,16
LOGOUT,0.00,172.16.71.63,0,4,4925516.620000,0.0,16
LOGIN_FAILED,0.00,10.0.0.88,1,1,0.000000,0.0,13
LOGIN_SUCCESS,0.00,10.0.0.88,1,2,0.000000,0.0,13
TRANSFER,99000.00,10.0.0.88,1,3,33000.000000,3.0,13
TRANSFER,499999.00,10.0.0.88,1,4,149749.750000,3.3388970599283136,13
LOGOUT,0.00,10.0.0.88,1,5,119799.800000,0.0,13
LOGIN,0.00,172.16.153.91,0,1,0.000000,0.0,18
VIEW_BALANCE,0.00,172.16.153.91,0,2,0.000000,0.0,18
WITHDRAW,654674.19,172.16.153.91,0,3,218224.730000,3.0,18
LOGOUT,0.00,172.16.153.91,0,4,163668.547500,0.0,18
LOGIN_FAILED,0.00,192.168.1.99,1,1,0.000000,0.0,23
LOGIN_FAILED,0.00,192.168.1.99,1,2,0.000000,0.0,23
LOGIN_SUCCESS,0.00,192.168.1.99,1,3,0.000000,0.0,23
TRANSFER,99000.00,192.168.1.99,1,4,24750.000000,4.0,23
